,TotalEmployees,TotalEmployeesIndia,Rating,UrlName,CompanyType,Name,CompanyReviewsLive,CompanySalaries,InterviewExperiencesLive,Age,ShortName,Logo,HQCountry,headquaters,CompanyJobsLive,HQUrlName,CompanyId,location_count,industry_string,Subscribed
55,10001-50000,10001-50000,4.23,home-credit-finance,Private,Home Credit Finance,3745,8510,56,10,Home Credit Finance,home-credit-finance-279896,India,Gurugram,50,gurgaon,279896,98,"Financial Services,NBFC",0
56,10001-50000,10001-50000,3.9,exl-service,Private,EXL Service,4674,18512,217,23,EXL Service,exl-service,United States,"New York City,New York",127,,146,31,"BPO/KPO,Consulting,Internet,BPO / Call Centre,IT Services & Consulting",0
57,5001-10000,10001-50000,4.19,udaan,Private,Udaan,3657,16153,164,6,Udaan,udaan-164264,India,"Bangalore,Karnataka",270,,164264,287,"Consumer goods,Financial Services,Internet,Retail",0
58,10001-50000,10001-50000,4.08,zydus-cadila,Public,Zydus Cadila,4511,11348,100,70,Zydus Cadila,zydus_cadila,India,"Ahmedabad, India",6,,120,129,"Biotech & Life sciences,Pharmaceutical & Life Sciences",0
59,1001-5000,1001-5000,4.19,bajaj-fainance,Private,Bajaj fainance,3489,16066,117,35, Bajaj Finance,bajaj-fainance,India,"Pune,Maharashtra",62,pune,519864,573,"Financial Services,NBFC",0
60,10001-50000,10001-50000,3.87,larsen-and-toubro-infotech,Public,Larsen & Toubro Infotech,3442,39118,237,26,L&T Infotech,larsen-and-toubro-infotech,India,"Mumbai,Maharashtra",242,mumbai,234136,78,IT Services & Consulting,0
61,10001-50000,10001-50000,4.32,hindustan-unilever,Public,Unilever,5546,14006,122,89,Hindustan Unilever ,unilever,India,"Mumbai,Maharashtra",4,london,12434,331,"FMCG,Retail",0
62,100001+,5001-10000,3.76,pwc,Partnership,Price Waterhouse Coopers,3417,34249,338,24,PwC,pwc,United Kingdom (UK),London,671,,67,58,"Consulting,Accounting / Auditing",0
63,100001+,10001-50000,4.27,hewlett-packard,Private,Hewlett-Packard,4828,18369,108,83,Hewlett-Packard Enterprise,hewlett-packard-enterprise,United States,"Houston,Texas",48,,152729,84,"Internet,IT Services & Consulting,Software Product",0
64,10001-50000,10001-50000,3.9,itc,Public,ITC Limited,6760,13751,202,47,ITC,itc-group,India,"Kolkata,West Bengal",18,kolkata,37,212,"FMCG,Textile & Apparel,Hotels & Restaurants,Pulp & Paper,Printing & Publishing",0
65,10001-50000,10001-50000,4.0,oppo,Public,OPPO,3532,10186,86,18,OPPO,oppo,China,"Dongguan,Guangdong",43,,179138,305,"Manufacturing,Electronics,Consumer Electronics & Appliances",0
66,10001-50000,10001-50000,4.12,ujjivan-small-finance-bank,Public,ujjivan small finance bank,3377,10391,85,5,Ujjivan Small Finance Bank,ujjivan-small-finance-bank,India,"Bangalore/Bengaluru,Karnataka",32,bengaluru,288178,365,"Financial Services,Banking",0
67,10001-50000,10001-50000,4.28,ultratech-cement,Public,UltraTech Cement,3678,12575,138,39,UltraTech Cement,ultratech-cement,India,"Mumbai,Maharashtra",2,mumbai,12251,313,"Building Material,Engineering & Construction",0
68,1001-5000,10001-50000,3.7199999999999998,paytm,Public,PayTM,4030,14624,221,12,Paytm,paytm-565,India,Noida,459,noida,565,219,"Internet,FinTech / Payments",0
69,50001-100000,10001-50000,3.7,intelenet-global-services,Private,Intelenet Global Services,3272,5607,24,22,Intelenet Global Services,intelenet-global-services,India,"Mumbai,Maharashtra",0,mumbai,200911,56,"BPO / Call Centre,IT Services & Consulting",0
70,50001-100000,1001-5000,4.35,shapoorji-pallonji,Private,Shapoorji Pallonji Group,4964,9272,112,157,Shapoorji Pallonji,shapoorji-pallonji,India,"Mumbai,Maharashtra",35,mumbai,218,131,"Power,Real Estate,Engineering & Construction",0
71,10001-50000,5001-10000,3.88,iifl,Public,IIFL,3195,13239,125,27,IIFL,iifl-12040,India,"Mumbai,Maharashtra",131,mumbai,12040,418,Financial Services,0
72,10001-50000,10001-50000,4.12,ashok-leyland,Public,Ashok Leyland,3835,11117,94,74,Ashok Leyland,ashok_leyland,India,"Chennai,Tamil Nadu",0,chennai,252,180,"Automobile,Financial Services,Manufacturing,Analytics / KPO / Research",0
73,10001-50000,10001-50000,4.3,mahindra-and-mahindra-financial-services-ltd,Public,Mahindra & Mahindra Financial Services Ltd,3172,8933,45,31,Mahindra & Mahindra Financial Services,mahindra-and-mahindra-financial-services-ltd,India,"Mumbai,Maharashtra",30,mumbai,279571,527,"Financial Services,NBFC",0
74,10001-50000,10001-50000,4.2,shriram-transport-finance-company,Public,Shriram Transport Finance Company Limited (STFC),4969,9342,80,43,Shriram Transport Finance ,shriram-transport-finance-company,India,"Mumbai,Maharashtra",0,mumbai,367678,619,NBFC,0
75,10001-50000,10001-50000,4.07,sun-pharmaceutical-industries,Public,Sun Pharmaceutical Industries,3640,11847,118,39,Sun Pharmaceutical Industries,sun-pharma,India,Mumbai,53,mumbai,243380,136,"Analytics / KPO / Research,Pharmaceutical & Life Sciences",0
76,1001-5000,10001-50000,4.0,reliance-communications,Public,Reliance Communications,3538,9803,32,20,Reliance Communications,reliance-communications,India,"Navi Mumbai,Maharashtra",2,navi-mumbai,7799,363,Telecom / ISP,0
77,100001+,10001-50000,3.76,kpmg,Partnership,KPMG,3118,25678,303,35,KPMG,kpmg-global-services,Netherlands,"Amstelveen,North Holland",365,,46,51,"Consulting,Analytics / KPO / Research,Accounting / Auditing",0
78,10001-50000,1001-5000,4.08,aurobindo-pharma,Public,Aurobindo Pharma,3315,12547,97,36,Aurobindo Pharma,aurobindo-pharma,India,"Hyderabad/Secunderabad,Telangana",46,hyderabad,4752,47,"Biotechnology,Pharmaceutical & Life Sciences",0
79,50001-100000,50001-100000,4.06,apollo-hospitals,Public,Apollo Hospitals,4827,10774,98,39,Apollo Hospitals,apollo-hospitals,United States,"San Francisco,California",62,,369535,159,Medical Services / Hospital,0
80,10001-50000,5001-10000,4.1,vivo,Private,Vivo,3099,6409,69,13,Vivo,vivo,India,"Gurgaon/Gurugram,Haryana",3,,178599,306,"Consumer goods,Manufacturing,Electronics,Consumer Electronics & Appliances",0
81,100001+,10001-50000,4.22,jp-morgan-chase,Private,JP Morgan Chase,3063,33124,215,22,JP Morgan Chase,jp-morgan-chase,United States (USA),"New York,New York",799,,60,20,"Financial Services,Investment Banking / Venture Capital / Private Equity",0
82,10001-50000,10001-50000,4.1,mindtree,Public,Mindtree,3057,39415,408,23,Mindtree,mindtree,India,"Bangalore/Bengaluru,Karnataka",138,bengaluru,483,23,"BPO/KPO,IT Services & Consulting",0
83,50001-100000,50001-100000,4.21,future-group,Private,Future Group,9826,9225,49,9,Future Group,future-group,India,"Mumbai,Maharashtra",14,mumbai,12034,190,"Retail,Textile & Apparel,Consumer Electronics & Appliances",0
84,50001-100000,10001-50000,4.35,nokia,Private,Nokia,3127,15055,117,157,Nokia,nokia,Finland,"Espoo,Southern Finland",207,,2228,166,"Manufacturing,Telecom / ISP,Electronics",0
85,5001-10000,10001-50000,4.23,siemens-india,Public,Siemens,3016,15191,139,30,Siemens,siemens,Germany,"Munich,Bavaria",807,,694,99,"Internet,Manufacturing,Power,Electronics,IT Services & Consulting",0
86,50001-100000,10001-50000,4.1,fidelity-national-information-services,Private,Fidelity National Information Services,3065,19885,147,17,Fidelity National Information Services,fidelity-national-information-services,United States,"Jacksonville,Florida",137,,215036,30,"Internet,FinTech / Payments,Software Product",0
87,100001+,10001-50000,4.23,wells-fargo,Private,Wells Fargo,2888,22614,147,24,Wells Fargo India,wells-fargo,United States (USA),"San Francisco,California",203,,55,11,"Financial Services,Banking",0
88,100001+,5001-10000,3.63,eclerx,Public,eClerx,2860,11594,132,22,eClerx,eclerx,India,"Mumbai,Maharashtra",397,mumbai,2249,15,IT Services & Consulting,0
89,10001-50000,100001+,3.81,wipro-bps,,Wipro BPS,2856,8673,106,22,Wipro BPS,wipro-bps,India,Bengaluru,-3,bengaluru,255831,36,"BPO/KPO,IT Services & Consulting",0
90,10001-50000,10001-50000,3.9699999999999998,bandhan-bank,Public,Bandhan Bank,3058,13363,178,21,Bandhan Bank,bandhan-bank-152668,India,"Kolkata,West Bengal",19,kolkata,152668,488,"Financial Services,Banking",0
91,10001-50000,10001-50000,4.21,max-life-insurance,205540,Max Life Insurance,2798,12702,94,22,Max Life Insurance,max-life-insurance,India,"Gurgaon/Gurugram,Haryana",116,gurgaon,153114,259,"Consumer goods,Financial Services,Manufacturing,Insurance",0
92,10001-50000,1001-5000,3.5700000000000003,oyo-rooms,Private,Oyo Rooms,2978,14603,84,9,Oyo Rooms,oyo_rooms,India,"Gurgaon,Haryana",119,,108,101,"Internet,Hotels & Restaurants",0
93,5001-10000,5001-10000,4.1,tvs-motor,Public,TVS Motor,2991,9454,104,43,TVS Motor,tvs-motor,India,"Chennai,Tamil Nadu",202,chennai,5175,225,"Automobile,Manufacturing,Urban Transport",0
94,10001-50000,10001-50000,4.08,au-small-finance-bank,Private,AU Small Finance Bank,3655,11648,143,26,AU Small Finance Bank,au-small-finance-bank,India,"Jaipur,Rajasthan",87,jaipur,301062,272,Banking,0
95,10001-50000,10001-50000,3.68,cyient,Public,Cyient,2742,13074,73,31,Cyient,cyient,India,"Hyderabad/Secunderabad,Telangana",578,hyderabad,390,26,"Manufacturing,Engineering & Construction,IT Services & Consulting",0
96,50001-100000,10001-50000,4.28,jll,Private,JLL,2738,10443,77,25,JLL,jones_lang,India,"Mumbai,Maharashtra",40,mumbai,370337,58,"Real Estate,Engineering & Construction",0
97,1001-5000,5001-10000,4.23,ms-tata-projects-ltd,Public,Ms Tata Projects Ltd,2715,11303,126,43,Tata Projects,ms-tata-projects-ltd,India,"Mumbai,Maharashtra",37,mumbai,521012,185,Engineering & Construction,0
98,10001-50000,10001-50000,4.22,delhivery,Private,Delhivery,2713,10099,149,11,Delhivery,delhivery-551,India,"Delhi,NCT",336,,551,416,"Internet,Logistics / Shipping,Urban Transport,Courier / Logistics,Ports & Shipping",0
99,100001+,10001-50000,3.9,oracle,Public,Oracle,3433,30363,302,45,Oracle,oracle,United States,"Austin,Texas",334,,82,29,"Internet,IT Services & Consulting,Software Product",0
100,5001-10000,5001-10000,4.27,hero-motocorp,Public,Hero MotoCorp,2761,8359,124,38,Hero MotoCorp,heromotor,India,"Gurgaon/Gurugram,Haryana",6,new-delhi,233,257,"Automobile,Manufacturing",0
101,10001-50000,5001-10000,3.95,first-source,Public,First Source,2678,11213,80,21,First Source,first-source-10372,India,"Mumbai,Maharashtra",174,mumbai,10372,45,"BPO/KPO,BPO / Call Centre",0
102,10001-50000,10001-50000,3.9,jsw-steel,Public,JSW Steel,4018,12302,134,40,JSW Steel,jsw_steel,India,"Mumbai,Maharashtra",5,mumbai,466,86,"Iron & Steel,Metals & Mining,Engineering & Construction",0
103,100001+,5001-10000,4.11,hyundai-motor,Private,Hyundai Motor Company,3564,8296,85,55,Hyundai Motor,hyundai-motor,South Korea,Seoul,16,,278,218,"Automobile,Industrial Equipment / Machinery,Manufacturing",0
104,100001+,10001-50000,3.74,syntel,Private,Syntel,4267,16823,92,42,Atos Syntel,syntel,United States (USA),"Troy,Michigan",63,,441,14,IT Services & Consulting,0
105,100001+,10001-50000,4.27,bosch,Public,Bosch,3469,10596,116,136,Bosch,bosch,Germany,"Gerlingen,Baden-Wuerttemberg",-73,,91,82,"Industrial Equipment / Machinery,Engineering & Construction,Consumer Electronics & Appliances,IT Services & Consulting,Auto Components",0
106,10001-50000,10001-50000,3.58,justdial,Public,JustDial,2603,9871,103,26,JustDial,justdial,India,"Mumbai,Maharashtra",39,,2560,121,Internet,0
107,10001-50000,10001-50000,4.05,tata-steel,Public,TATA Steel,4020,10513,196,115,TATA Steel,tata_motors,India,"Mumbai,Maharashtra",30,mumbai,295,117,"Iron & Steel,Manufacturing",0
108,10001-50000,10001-50000,3.75,hexaware-technologies,Public,Hexaware Technologies,2646,21975,156,32,Hexaware Technologies,hexaware-technologies,India,"Mumbai,Maharashtra",272,mumbai,2267,29,"BPO/KPO,IT Services & Consulting",0
109,100001+,50001-100000,4.22,dell,Private,Dell,3408,14363,120,38,Dell,dell,United States,"Round Rock,Texas",859,,515,83,"Internet,Manufacturing,Hardware & Networking,Consumer Electronics & Appliances",0
110,10001-50000,5001-10000,3.51,ienergizer,Private,ienergizer,2397,8996,90,22,iEnergizer,ienergizer,India,"Noida,Uttar Pradesh",107,noida,375638,14,"BPO/KPO,BPO / Call Centre,IT Services & Consulting",0
111,10001-50000,10001-50000,3.92,godrej-and-boyce-manufacturing,Private,Godrej & Boyce Manufacturing,2447,10845,69,125,Godrej & Boyce Manufacturing,godrej-and-boyce-manufacturing,India,"Mumbai,Maharashtra",7,mumbai,12036,119,"Real Estate,Engineering & Construction,Consumer Electronics & Appliances",0
112,10001-50000,1001-5000,4.26,viatris,,Viatris,2393,4619,46,61,Viatris,viatris,United States (USA),"Canonsburg,Pennsylvania",9,,812069,60,"Manufacturing,Pharmaceutical & Life Sciences",0
113,5001-10000,1001-5000,4.2,megha-engineering-and-infrastructure,Private,Megha Engineering and Infrastructure,2385,9010,144,33,Megha Engineering & Infrastructures,megha-engineering-and-infrastructure,India,"Hyderabad/Secunderabad,Telangana",4,hyderabad,5242,177,Engineering & Construction,0
114,10001-50000,10001-50000,4.19,bny-mellon,Private,BNY Mellon,2335,13548,71,18,BNY Mellon,bny-mellon,United States (USA),"New York City,New York",715,,12489,10,Investment Banking / Venture Capital / Private Equity,0
115,100001+,10001-50000,3.91,quess,Public,Quess,7221,13217,119,15,Quess,quess-14207,India,Bangalore,106,bengaluru,14207,284,"BPO/KPO,Recruitment / Staffing",0
116,10001-50000,10001-50000,4.19,fullerton-india,Private,Fullerton India,2323,7457,46,15,Fullerton India,fullerton-india-5944,India,Mumbai,73,mumbai,5944,375,NBFC,0
117,100001+,10001-50000,4.16,unitedhealth,Private,UnitedHealth Group,4018,12192,48,45,UnitedHealth,unitedhealth_group,United States (USA),"Minnetonka,Minnesota",10,,144,11,Medical Services / Hospital,0
118,10001-50000,1001-5000,3.77,omega-healthcare,Private,Omega Healthcare,2319,9617,70,18,Omega Healthcare,omega-healthcare-management-services,UnitedStates,Florida,31,,12568,24,"IT Services & Consulting,Software Product",0
119,1001-5000,5001-10000,3.84,sbi-cards-and-payment-services,Public,SBI Cards & Payment Services,2318,12145,83,24,SBI Cards & Payment Services,sbi-cards-and-payment-services,India,"Gurgaon/Gurugram,Haryana",340,gurgaon,4964,223,"Financial Services,FinTech / Payments",0
120,10001-50000,10001-50000,4.27,aditya-birla-fashion-and-retail,Private,Aditya Birla Fashion and Retail Ltd,2706,7405,47,7,Aditya Birla Fashion and Retail,aditya-birla-fashion-and-retail,India,Mumbai,61,mumbai,371797,186,"Retail,Textile & Apparel",0
121,10001-50000,1001-5000,3.9699999999999998,axis-direct,Private,Axis direct,2301,5681,39,11,Axis Direct,axis-direct,United States,"San Mateo,California",18,,329902,264,"Financial Services,Internet",0
122,10001-50000,10001-50000,4.02,manappuram-finance,Public,Manappuram Finance,2926,5536,45,73,Manappuram Finance,manappuram-finance,India,"Thrissur/Trichur,Kerala",3,thrissur,201265,348,"Financial Services,NBFC",0
123,5001-10000,1001-5000,3.83,wipro-lighting,Private,Wipro Consumer Care & Lighting,2893,1432,24,77, Wipro Consumer Care & Lighting,wipro-consumer-care-and-lighting,India,"Bangalore/Bengaluru,Karnataka",11,bengaluru,66,69,"Consumer goods,FMCG",0
124,50001-100000,10001-50000,4.18,cgi-group,Private,cgi group,2336,19599,127,31,Cgi Group,cgi-group,Canada,"Montreal,Quebec",131,,291052,14,"IT Services & Consulting,Advertising & Marketing",0
125,10001-50000,1001-5000,4.12,dominos-pizza,Public,Dominos Pizza,2259,3344,31,62,Dominos Pizza,dominos,United States (USA),"Ypsilanti,Michigan",1,,283537,195,"FMCG,Food Processing",0
126,50001-100000,10001-50000,4.22,iqvia,Partnership,IQVIA,2209,13553,143,40,IQVIA,iqvia,United States,"Durham,North Carolina",14,,361383,39,"Internet,Analytics / KPO / Research,Pharmaceutical & Life Sciences",0
127,5001-10000,1001-5000,4.15,ncc,Public,NCC,2308,6931,98,24,Nagarjuna Construction Company,ncc,India,"Hyderabad/Secunderabad,Telangana",7,hyderabad,10408,164,Engineering & Construction,0
128,5001-10000,5001-10000,4.2,royal-enfield,Private,Royal Enfield,2183,9114,52,67,Royal Enfield,royal-enfield,India,"Gurgaon/Gurugram,Haryana",8,gurgaon,154468,220,"Automobile,Manufacturing,Urban Transport",0
129,1001-5000,5001-10000,3.95,d-mart,Private,D Mart,2177,8098,99,22,D Mart,d-mart,India,"Mumbai,Maharashtra",24,thane,375548,143,Retail,0
130,10001-50000,10001-50000,3.99,l-and-t-construction,Public,L&T Construction,2380,9218,236,78,L&T Construction,l-and-t-construction,India,Chennai,0,chennai,200792,232,Engineering & Construction,0
131,10001-50000,1001-5000,4.07,jbm-group,Public,JBM Group,2673,6870,83,39,JBM Group,jbm-group,India,"Gurgaon/Gurugram,Haryana",30,gurgaon,4836,71,"Industrial Equipment / Machinery,Auto Components",0
132,100001+,10001-50000,4.27,cbre,Private,CBRE Group,2157,8365,66,116,CBRE,cbre,United States (USA),"Los Angeles,California",166,,396,48,Real Estate,0
133,100001+,100001+,3.93,state-bank-of-india,,State Bank of India,2151,7950,85,216,State Bank of India,state-bank-of-india,India,"Mumbai,Maharashtra",112,mumbai,2241,316,"Financial Services,Banking",0
134,10001-50000,10001-50000,4.16,tata-communications,Public,Tata Communications,2866,11573,72,36,Tata Communications,tata-communications,India,"Mumbai,Maharashtra",11,mumbai,2269,87,Telecom / ISP,0
135,5001-10000,5001-10000,3.83,icici-lombard-general-insurance-company-limited,Public,ICICI Lombard General Insurance Company Limited,2116,9649,69,21,ICICI Lombard General Insurance Company,icici-lombard-general-insurance-company-limited,India,"Mumbai,Maharashtra",15,mumbai,2323,190,"Financial Services,Insurance",0
136,10001-50000,1001-5000,4.08,equitas-small-finance-bank,Private,Equitas Small Finance Bank,2090,8218,54,15,Equitas Small Finance Bank,equitas-small-finance-bank-201032,India,"Chennai,Tamil Nadu",46,chennai,201032,272,"Financial Services,Banking",0
137,10001-50000,10001-50000,3.99,muthoot-fincorp,Private,Muthoot Fincorp,2084,6285,49,135,Muthoot Fincorp,muthoot-fincorp,India,"Trivandrum/Thiruvananthapuram,Kerala",99,thiruvananthapuram,153566,393,"Financial Services,NBFC",0
138,100001+,10001-50000,4.13,flex,Private,Flex,2074,10207,62,53,Flex,flex,Singapore,San Jose,8,,7687,35,"Manufacturing,Electronics,Electronic Components / Semiconductors,Electronics Manufacturing",0
139,50001-100000,5001-10000,4.06,lg-electronics,Public,LG Electronics India,2128,6646,61,64,LG Electronics,lg,South Korea,"Seoul,Seoul",0,,308,179,"Consumer goods,Industrial Equipment / Machinery,Electronics,Consumer Electronics & Appliances",0
140,10001-50000,10001-50000,4.09,amdocs,Private,Amdocs,2068,17964,202,40,Amdocs,amdocs-development-centre-india,United States,"Chesterfield,Missouri",29,,368,11,"Internet,Logistics / Shipping,Software Product",0
141,100001+,1001-5000,3.88,motherson-sumi-systems,Public,Motherson Sumi Systems,3338,7097,55,36,Motherson Sumi Systems,motherson-sumi-systems,India,"Noida,Uttar Pradesh",3,noida,6203,61,"Automobile,Industrial Equipment / Machinery,Manufacturing,Auto Components",0
142,100001+,10001-50000,4.1,sodexo,Private,Sodexo,2170,6115,53,14,Sodexo,sodexo-food-solution,France,Issy Les Moulineaux,106,,4276,104,"Food Processing,Facility Management Services",0
143,10001-50000,10001-50000,4.06,l-and-t-finance,Public,L&T Finance Ltd.,2053,7439,32,28,L&T Financial Services,l-and-t-finance,India,"Mumbai,Maharashtra",0,mumbai,375684,366,"Financial Services,NBFC",0
144,10001-50000,1001-5000,3.98,hetero-drugs,Private,Hetero Drugs,2352,7122,78,29,Hetero Drugs,hetero-drugs,India,"Hyderabad/Secunderabad,Telangana",48,hyderabad,201102,30,"Clinical Research / Contract Research,Pharmaceutical & Life Sciences",0
145,50001-100000,1001-5000,4.36,john-deere,Private,John Deere,2240,7237,84,21,John Deere,johndeere,United States (USA),"Moline,Illinois",1,,304,89,"Automobile,Industrial Equipment / Machinery,Manufacturing",0
146,100001+,5001-10000,4.54,ford-motor,Public,Ford Motor india pvt limited,2352,8373,39,119,Ford Motor,ford-motor,United States (USA),"Dearborn,Michigan",6,,317523,97,"Automobile,Manufacturing",0
147,10001-50000,10001-50000,4.06,ust-global,Private,UST Global,2188,19163,125,21, UST,ust-global,United States (USA),"Aliso Viejo,California",116,,2250,32,IT Services & Consulting,0
148,10001-50000,10001-50000,4.25,ecom-express,Private,Ecom Express,2016,5697,69,10,Ecom Express,ecom-express,India,"Gurgaon,Haryana",74,,26678,441,"Internet,Courier / Logistics",0
149,100001+,10001-50000,4.19,bosch-global-software-technologies,Private,Bosch Global Software Technologies,2015,16434,70,32,Bosch Global Software Technologies,,Germany,Gerlingen,48,,1011835,18,"Engineering & Construction,Software Product",0
150,5001-10000,5001-10000,4.14,alembic-pharmaceuticals,Public,Alembic Pharmaceuticals,2006,7985,76,115,Alembic Pharmaceuticals,alembic-pharmaceuticals,India,"Vadodara/Baroda,Gujrat",34,,202428,116,"Real Estate,Engineering & Construction,Biotechnology,Pharmaceutical & Life Sciences",0
151,5001-10000,5001-10000,3.87,whitehat-jr,Private,Whitehat jr,2003,7626,215,4,Whitehat jr,whitehat-jr-612434,India,"Mumbai,Maharashtra",484,,612434,44,"Internet,Education / Training,e-Learning / EdTech",0
152,100001+,10001-50000,4.14,abbott-healthcare,Public,Abbott Healthcare,3306,7009,42,31,Abbott Healthcare,abbott-healthcare,United States (USA),"Illinois City,Illinois",112,,3828,136,"Healthcare / Pharma,Media & Entertainment / Publishing,Medical Services / Hospital",0
153,10001-50000,201-500,4.11,bajaj-auto,Public,Bajaj Auto,5483,6650,84,77,Bajaj Auto,bajaj_auto,India,"Pune,Maharashtra",0,pune,244,190,"Automobile,Manufacturing,Urban Transport",0
154,10001-50000,10001-50000,3.83,sbi-life-insurance-company,Public,SBI LIFE INSURANCE COMPANY,1977,9032,58,21,SBI Life Insurance Company,sbi-life-insurance,India,"Mumbai,Maharashtra",5,mumbai,377821,394,"Financial Services,Insurance",0
155,10001-50000,1001-5000,3.62,muthoot-group,Public,Muthoot Group,4217,3466,33,135,Muthoot Group,muthoot-group,Germany,"Wedel,Schleswig-holstein",0,,6213,313,"Internet,NBFC",0
156,1001-5000,1001-5000,3.7,simplex-infrastructures,Public,Simplex Infrastructures,2144,5239,25,98,Simplex Infrastructures,simplex-infrastructures,India,"Kolkata,West Bengal",13,new-delhi,580,118,"Metals & Mining,Urban Transport,Engineering & Construction",0
157,100001+,100001+,3.8200000000000003,wipro-enterprises-ltd,,Wipro Enterprises Ltd,1972,3109,48,77,Wipro Enterprises Ltd,wipro-enterprises-ltd,India,Bangalore,0,bengaluru,280706,65,IT Services & Consulting,0
158,5001-10000,1001-5000,4.39,hindustan-coca-cola-beverages,Private,hindustan coca cola beverages,1967,4669,34,25,Hindustan Coca Cola Beverages,hccbpl,India,Bangalore,9,bengaluru,282672,163,"Food Processing,Manufacturing,Retail,Beverage",0
159,10001-50000,1001-5000,4.25,cholamandalam-investment-and-finance,Private,cholamandalam investment & finance,1963,7161,44,44,Cholamandalam Investment & Finance,cholamandalam-investment-and-finance,India,"Chennai,Tamil Nadu",0,chennai,366028,449,Investment Banking / Venture Capital / Private Equity,0
160,10001-50000,10001-50000,4.08,arvind-group,Public,Arvind Group,2179,5224,28,91,Arvind Group,arvind-group,India,"Ahmedabad,Gujrat",19,ahmedabad,200670,128,"Manufacturing,Textile & Apparel",0
161,5001-10000,5001-10000,4.19,kec-international,Public,Kec International Limited,1954,6331,91,77,KEC International,kec-international,India,"Mumbai,Maharashtra",8,mumbai,375174,189,"Industrial Equipment / Machinery,Manufacturing,Engineering & Construction",0
162,1001-5000,1001-5000,4.0,subros,Public,Subros Ltd,1954,5632,53,37,Subros,subros,India,"Noida,Uttar Pradesh",0,noida,381,31,"Automobile,Industrial Equipment / Machinery,Manufacturing,Auto Components",0
163,1001-5000,10001-50000,3.7800000000000002,indiamart-intermesh,Private,IndiaMART InterMESH LTD,1943,8361,161,26,Indiamart Intermesh,indiamart-intermesh,India,"Noida,Uttar Pradesh",422,,283426,92,Internet,0
164,5001-10000,1001-5000,4.13,gati-kwe,Private,Gati kwe,1932,4122,52,10,Gati kwe,gati-kintetsu-express,India,"Hyderabad/Secunderabad,Telangana",22,hyderabad,369947,143,"Logistics / Shipping,Courier / Logistics",0
165,100001+,10001-50000,4.22,schneider-electric,Private,Schneider Electric,3528,10197,91,23,Schneider Electric,schneider-electric,France,Paris,336,,20692,61,"Architecture / Interior Design,Industrial Automation",0
166,5001-10000,5001-10000,4.18,bigbasket,Private,BigBasket,1953,8082,118,11,BigBasket,bigbasket,India,"Bangalore,Karnataka",66,,602,67,"Internet,Retail",0
167,1001-5000,1001-5000,4.27,thermax,Public,Thermax,2139,6848,66,42,Thermax,thermax,India,"Pune,Maharashtra",15,pune,356,114,"Industrial Equipment / Machinery,Manufacturing,Power,Electronics",0
168,10001-50000,5001-10000,4.31,intas-pharmaceuticals-ltd-dot,Private,Intas Pharmaceuticals Ltd.,1908,8004,63,22,Intas Pharmaceuticals,intas-pharmaceuticals,India,"Ahmedabad,Gujrat",32,,462693,91,"Biotech & Life sciences,Pharmaceutical & Life Sciences",0
169,10001-50000,5001-10000,4.01,globallogic,Private,GlobalLogic,1875,13515,116,22,GlobalLogic,globallogic,United States (USA),"San Jose,California",103,,2247,21,"Engineering & Construction,IT Services & Consulting",0
170,50001-100000,10001-50000,4.09,natwest-group,,NatWest Group,1871,4506,33,0,NatWest Group,natwest-group,,,1,,805791,17,"Financial Services,Banking",0
171,10001-50000,10001-50000,4.29,shoppers-stop,Public,Shoppers Stop,1982,4882,34,31,Shoppers Stop,shoppers-stop,India,"Mumbai,Maharashtra",45,mumbai,12177,53,"Retail,Textile & Apparel",0
172,100001+,100001+,4.63,indian-air-force,Private,Indian Air Force,1858,3784,9,90,Indian Air Force,indian-air-force,India,"New Delhi,Delhi",0,new-delhi,12129,98,"Defence & Aerospace,Federal Agencies",0
173,10001-50000,1001-5000,4.08,ve-commercial-vehicles,Private,VE Commercial Vehicles,1855,6188,62,14,VE Commercial Vehicles,ve-commercial-vehicles,India,"Gurgaon/Gurugram,Haryana",24,gurgaon,12609,100,"Automobile,Manufacturing,Auto Components",0
174,1001-5000,5001-10000,3.99,varun-beverages,Public,Varun Beverages,1848,5982,50,27,Varun Beverages,varun-beverages,India,"Gurgaon/Gurugram,Haryana",32,gurgaon,9162,179,"Food Processing,Manufacturing,Beverage",0
175,100001+,5001-10000,4.28,mcdonalds,Private,McDonald's,1846,3659,33,67,McDonald's,mcdonalds-corporation,United States (USA),"Chicago,Illinois",12,,15545,113,"Retail,Hotels & Restaurants",0
176,5001-10000,5001-10000,4.19,suzlon-group,Public,Suzlon Group,1838,5052,43,27,Suzlon Group,suzlon-group,India,"Pune,Maharashtra",15,,221130,80,"Internet,Manufacturing,Power",0
177,10001-50000,10001-50000,3.59,muthoot-finance,Public,Muthoot Finance,1836,9552,73,83,Muthoot Finance,muthoot-finance,India,"Kochi/Cochin,Kerala",615,kochi-or-cochin-kerala,517791,363,NBFC,0
178,10001-50000,10001-50000,4.37,cummins-india,,Cummins India Limited,1834,6395,63,60,Cummins,cummins-india,United States (USA),"Columbus,Indiana",14,,464739,74,"Industrial Equipment / Machinery,Auto Components",0
179,100001+,10001-50000,3.8200000000000003,atos,Private,Atos,6101,14561,91,25,Atos,atos,Lithuania,"Vilnius,Vilniaus Apskritis",2,,2278,29,"Internet,IT Services & Consulting",0
